Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	cda4c6fb-e9b2-43f3-a0bd-e19f663d432c	Oligodendrocyte	Oligodendrocyte	PathAnnotationObject	Polygon	1400.7	803.52	48.25	24.9855	0.9713	8.3793	7.3597	0.5031	2.9841	578.9119	0.9246	6.6996	0.9363	5.7633	0	0	0	0	0	0	0.0673	13.0497	0.123	0.7585	0	0.7585	4.5978	891.9826	2.0516	10.3242	0	10.3242	10.1097	1961.2904	2.7509	17.9947	4.114	13.8808	3.0834	598.1776	0.6105	5.0709	1.9347	3.1362	11.6603	2262.095	1.986	16.7371	7.2754	9.4618	0.3175	61.5937	0.2325	1.0738	0	1.0738	0.6036	117.1048	0.1575	1.0076	0.3491	0.6584	13.8582	2688.4932	1.8727	18.811	9.7658	9.0452	112.25	38.3453	0.9593	12.8408	10.8518	0.5453	1.3816	1.5648	6.6996	0	0.0076	0.102	1.6483	0	0.1744	0.2349	1.0496	0	5.2668	2.66	14.7988	0	6.1058	4.0478	17.9947	1.2481	2.5898	0.8194	5.0709	0.9015	13.0307	2.6773	22.1946	7.2754	0.3482	0.2548	1.2045	0	0.7226	0.1744	1.1308	0.3491	13.6444	2.2158	20.5049	7.581	0.1624	0.4643	2.9556	0	0.0133	0.1352	1.6483	0	0.2559	0.2653	1.0496	0	5.7758	2.9461	14.7988	0	3.0597	1.2607	6.9891	1.2481	2.2143	0.7572	4.9436	0.9015	14.0733	2.6684	22.1946	7.525	0.3716	0.2687	1.2045	0	0.8132	0.1255	1.1308	0.5001	13.4818	2.4359	20.5049	7.581	0.42	10.4852	102.8004	43.8738	49.7225	29.9583	39.5519	0	6	17.5954	15.6561	26.4947	10.4784	127.6398	203.7684
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	f28bddfb-9add-42a5-987b-88c7f3ee961e	Glioma	Glioma	PathAnnotationObject	Polygon	1428.2	802.92	28	19.672	0.9092	6.6882	5.1085	0.6346	3.905	437.3618	1.4722	8.6835	1.6638	7.0198	0.0021	0.239	0.0112	0.0696	0	0.0696	0.0199	2.2272	0.0441	0.1979	0	0.1979	1.47	164.6397	1.0233	4.4595	0	4.4595	2.1926	245.5734	0.3433	3.192	1.3939	1.798	1.6489	184.6769	0.3323	2.6932	1.1659	1.5273	17.2065	1927.1326	1.7457	22.3247	13.6583	8.6664	0.4653	52.1161	0.2127	1.1442	0.0371	1.1071	0.7718	86.4379	0.1547	1.0997	0.545	0.5548	16.1288	1806.4242	2.4375	20.7247	12.0487	8.6761	82	33.0396	0.944	11.297	9.439	0.5102	1.5117	1.9671	8.6835	0	0.5892	2.2244	18.7341	0	0.0914	0.1353	0.6335	0	2.6176	1.8345	11.4279	0	1.9691	0.4843	3.4617	0.7977	1.7642	0.4164	3.4851	1.005	15.8256	2.5888	22.3247	9.6256	0.3794	0.21	1.1442	0	0.8092	0.1475	1.132	0.5399	15.0917	3.9131	27.1677	8.2882	0.2877	0.5531	2.9065	0	0.8894	2.6874	18.7341	0	0.128	0.1509	0.6335	0	3.2045	1.8811	11.4279	0.5132	1.8547	0.5061	3.4617	0.7977	1.8232	0.4426	3.4851	1.005	15.1194	2.667	21.9371	9.6256	0.3355	0.1949	0.8781	0	0.8284	0.1403	1.132	0.5399	14.5614	4.3953	27.1677	8.2882	0.3239	0	93.3859	44.0464	75.5317	10.226	19.4984	27.4938	5	16.3144	15.6989	28.0812	10.2252	105.6509	226.2572
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	5def98ec-9c95-47c2-b669-1eefcc81640c	Glioma	Glioma	PathAnnotationObject	Polygon	658.19	803.07	19	15.9071	0.9436	5.5429	4.6716	0.4995	3.3723	263.0386	1.44	8.5108	1.3633	7.1475	0	0	0	0	0	0	0.1594	12.4356	0.2792	1.1039	0	1.1039	0.1931	15.0598	0.4659	2.0672	0	2.0672	1.7732	138.3078	0.3332	2.7274	1.0867	1.6406	1.3412	104.6137	0.2337	1.892	0.8577	1.0343	17.5662	1370.1605	1.5804	19.9956	13.1554	6.8402	0.4867	37.9603	0.2837	1.123	0.0117	1.1113	0.435	33.9272	0.063	0.5767	0.3218	0.2548	10.494	818.5289	1.0969	13.3796	8.1411	5.2385	64.5	29.2425	0.9479	9.9886	8.278	0.5354	1.2192	1.6951	8.5108	0	0.0249	0.2264	3.1098	0	0.2644	0.2814	1.1883	0	0.8014	1.0561	4.3623	0	1.6934	0.4161	3.149	0.8165	1.4722	0.3709	3.1159	0.7915	16.1041	3.9194	24.9268	8.4691	0.4362	0.306	1.2603	0	0.5256	0.1083	0.8729	0.3218	10.0446	1.4197	13.3796	6.9056	0.2861	0.5812	2.5475	0	0.0356	0.2706	3.1098	0	0.3099	0.2707	1.1883	0	1.065	1.13	4.3623	0	1.6589	0.4436	3.149	0.8165	1.529	0.404	3.1159	0.7915	15.4705	4.4323	24.9268	8.4691	0.4143	0.3134	1.2603	0	0.5648	0.1	0.8729	0.3752	9.8499	1.5001	13.1234	6.9056	0.3004	0	63.5589	54.4002	37.9532	20.5206	46.258	51.7909	5	18.1745	16.2876	27.7391	7.9232	120.8572	201.4198
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	78b39743-166b-4056-b404-f29b36435d71	Glioma	Glioma	PathAnnotationObject	Polygon	535.64	803.24	32.75	21.3461	0.9032	7.544	5.9337	0.5721	7.1164	939.364	3.3504	18.0755	2.4868	15.5887	0	0	0	0	0	0	0.0273	3.6045	0.0977	0.5987	0	0.5987	0.0865	11.416	0.3799	3.1247	0	3.1247	1.8932	249.9074	0.4712	3.1825	0.9639	2.2185	1.3213	174.4106	0.2796	2.1076	0.5951	1.5126	20.4003	2692.8408	2.9904	27.893	15.1557	12.7374	0.5754	75.9589	0.4788	1.9731	0	1.9731	0.4533	59.8294	0.1318	0.8289	0.2469	0.582	11.2082	1479.4882	1.4585	14.0434	8.1824	5.861	74	31.8298	0.9179	10.5473	9.4249	0.3069	3.6496	4.1261	18.0755	0	0.0079	0.0497	0.4218	0	0.1441	0.2279	1.1117	0	0.6736	1.1273	5.1596	0	1.7622	0.4966	3.1825	0.5407	1.3797	0.2908	2.1076	0.5951	17.2571	4.9484	27.893	6.312	0.5332	0.4095	1.9731	0	0.5219	0.1342	0.8722	0.2469	10.5271	1.8276	15.6639	6.0757	0.9094	2.1434	12.1806	0	0.0141	0.066	0.4218	0	0.2364	0.2574	1.1117	0	1.1376	1.295	5.1596	0	1.6586	0.4931	2.9169	0.5407	1.4259	0.292	2.0656	0.8055	14.7727	4.7787	26.4348	6.312	0.4998	0.3429	1.769	0	0.5761	0.109	0.8722	0.2613	9.9887	1.9123	15.6639	6.0757	0.4274	0	96.8025	48.83	43.7219	49.5591	15.8136	79.3699	5	13.1769	15.2987	17.6863	7.3488	78.7783	134.8529
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	39182ab5-ecbd-4c4b-bc41-d00173233080	Negative	Negative	PathAnnotationObject	Polygon	618.86	802.7	12.75	13.1674	0.9241	4.3805	3.8923	0.375	4.0535	226.9969	2.2731	9.524	1.4742	8.0497	0	0	0	0	0	0	0.2891	16.1915	0.1308	0.5286	0	0.5286	2.2509	126.0522	0.7427	3.8973	0.8146	3.0827	1.2617	70.6534	0.2435	1.9224	0.7977	1.1248	1.1022	61.7259	0.2135	1.5978	0.7157	0.8821	9.9164	555.3167	1.703	13.9823	6.7937	7.1886	0.4226	23.6659	0.1841	0.9211	0.1379	0.7832	0.5585	31.274	0.116	0.8117	0.3501	0.4615	10.946	612.9745	1.27	15.4799	8.6888	6.7911	46.75	25.5818	0.8977	9.2463	6.9051	0.7044	1.5598	2.1095	9.524	0	0.0071	0.0555	0.6806	0	0.3527	0.1945	1.0296	0	2.8445	1.3096	5.9663	0.4573	1.3945	0.2933	2.2804	0.7484	1.3419	0.3699	2.4073	0.5647	11.1996	2.1292	15.3854	6.3824	0.4248	0.1861	0.9557	0	0.6545	0.1545	0.8768	0.3374	11.1302	1.6109	16.5409	7.7222	0.5018	0.6297	2.9729	0	0.0101	0.0661	0.6806	0	0.3796	0.2106	1.0296	0	3.0964	1.415	5.9663	0.4573	1.4509	0.2952	2.2804	0.7484	1.4436	0.3757	2.4073	0.5647	11.7441	2.0618	15.3854	6.3824	0.4257	0.1877	0.9557	0	0.6952	0.1511	0.8768	0.3374	11.2083	1.7339	16.5409	7.7222	0.256	9.8325	49.26	44.2493	68.9458	0	32.88	77.3791	6	25.3392	28.2311	41.4901	4.5572	253.9292	644.3148
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	1ced784e-a79f-4981-a82b-21ae2d79516a	Glioma	Glioma	PathAnnotationObject	Polygon	1268.8	805.7	69	31.242	0.8883	10.5572	8.2669	0.6134	4.4192	1215.2789	2.0977	14.4234	1.3419	13.0816	0	0	0	0	0	0	0.0149	4.0839	0.0851	0.832	0	0.832	0.3161	86.9169	0.8877	6.4424	0	6.4424	1.8529	509.5372	0.5987	3.5599	0.9105	2.6493	1.377	378.685	0.4139	2.5907	0.7152	1.8756	22.3175	6137.3247	3.7878	32.6671	14.0405	18.6266	1.0699	294.2101	0.4281	2.1965	0.1173	2.0792	0.3223	88.6205	0.1499	0.7899	0.1303	0.6596	12.3015	3382.9189	2.3422	18.809	8.0716	10.7374	141	43.9599	0.9169	14.9256	12.4923	0.5857	2.3546	2.554	14.4234	0	0.0011	0.016	0.2838	0	0.1038	0.2156	1.3012	0	1.3628	2.1131	12.8374	0	1.8798	0.6233	3.735	0.2803	1.6692	0.5416	3.3877	0.7152	21.2801	4.8478	32.6671	9.7587	0.9821	0.5444	2.8114	0	0.46	0.2081	0.9641	0.1303	12.4182	2.1528	18.809	7.5502	0.39	0.7885	3.6637	0	0.0022	0.0223	0.2838	0	0.1885	0.2631	1.3012	0	2.3588	2.4367	12.8374	0	1.9055	0.6457	3.735	0.2803	1.9473	0.5014	3.3877	0.9509	20.293	5.5032	31.6739	9.7587	0.8986	0.6251	2.8114	0	0.591	0.167	0.9641	0.2459	12.5292	1.9534	17.5069	7.5502	0.4796	0	72.4924	39.3546	54.4661	8.2455	16.213	22.3885	5	20.0798	16.2228	35.6759	8.2453	145.6534	284.6126
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	38ce6561-fabb-4802-92cb-7bf57451fe94	Glioma	Glioma	PathAnnotationObject	Polygon	699.46	805.65	57.25	27.3908	0.9589	9.5304	7.3752	0.6107	7.8127	1812.5465	2.2367	15.2082	3.1502	12.058	0	0	0	0	0	0	0.0115	2.6707	0.0486	0.3783	0	0.3783	0.087	20.1875	0.2931	2.1057	0	2.1057	1.7254	400.288	0.3814	3.6247	0.964	2.6607	1.0414	241.6124	0.3093	1.8957	0.2467	1.649	18.1586	4212.7954	3.7167	28.6838	10.31	18.3738	0.5274	122.3554	0.3475	2.2451	0	2.2451	0.39	90.4752	0.1242	0.7458	0.2159	0.5299	10.3447	2399.9719	1.4832	15.5317	7.1138	8.4179	109	39.2274	0.8901	13.8597	10.6231	0.5628	4.5436	3.957	15.2082	0	0	0	0	0	0.1179	0.2177	1.3587	0	0.7683	1.6428	9.1632	0	1.7159	0.4458	3.6247	0.6206	1.1781	0.3772	2.5775	0.2467	17.2721	4.3085	28.6838	7.2917	0.5324	0.3692	2.2451	0	0.4668	0.1387	0.7869	0.2159	10.2034	1.6711	15.5317	6.4338	0.8439	1.375	6.398	0	0	0	0	0	0.2382	0.2669	1.3587	0	1.5394	2.1321	9.1632	0	1.7053	0.5097	3.1249	0.6206	1.3327	0.3879	2.5775	0.5885	16.2689	4.704	27.8517	7.2917	0.538	0.3931	2.1283	0	0.5537	0.0969	0.7869	0.3679	10.0435	1.8517	14.8763	6.4338	0.5144	0	93.1737	83.7521	34.4779	14.3111	22.125	48.3914	4	10.1788	9.3083	14.3091	7.7895	50.872	74.9258
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	c7b17511-2bf7-47f0-94e2-bcd6e1c8e4f8	Endothelial	Endothelial	PathAnnotationObject	Polygon	820.05	803.88	44.5	27.3994	0.7449	11.4807	5	0.9028	9.6871	1763.0553	3.3565	15.1168	2.5985	12.5182	0.0966	17.5748	0.3754	3.0074	0	3.0074	0.8212	149.4618	0.5609	2.2014	0	2.2014	4.2803	779.0161	2.0331	8.1839	0	8.1839	1.6027	291.6947	0.4625	3.0606	0.7031	2.3575	3.1158	567.0797	1.7166	9.4645	1.4364	8.0281	10.9414	1991.3264	1.961	17.0543	7.1936	9.8606	5.5995	1019.1077	1.8666	10.4125	2.5538	7.8587	0.4124	75.0508	0.1346	0.7264	0.1461	0.5803	15.5547	2830.9587	2.6416	23.5555	11.0339	12.5216	118.25	41.1098	0.8793	15.6217	9	0.8178	4.103	4.9579	15.1168	0	0.0529	0.2558	3.0074	0	0.9167	0.5988	2.9676	0	3.3864	2.0594	9.1585	0	1.7059	0.4693	3.4982	0.7031	3.1802	2.0124	12.143	1.0302	10.7844	2.6569	21.1198	5.43	4.8779	2.9116	13.9709	0.4689	0.4891	0.1527	0.8019	0.1408	13.6157	2.7903	23.5555	6.8017	0.6462	1.2374	6.3161	0	0.0258	0.1309	1.1042	0	0.9758	0.6145	2.9676	0	2.8331	1.8758	9.1585	0	1.7697	0.4628	3.4982	0.7204	3.22	2.1773	12.143	1.0302	10.6872	3.0072	21.1198	5.43	4.4312	3.3267	13.9709	0.4689	0.5366	0.1438	0.8019	0.1408	12.4154	2.1285	19.0207	6.8017	0.3687	12.6681	103.8344	0	28.1496	12.5089	62.2964	51.8166	6	20.2567	21.6352	27.4564	12.514	165.7892	330.1017
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	26c560e8-f67e-40f9-a733-c01c7ba22c11	Glioma	Glioma	PathAnnotationObject	Polygon	1224	804.95	38.75	22.7926	0.9373	7.6928	6.7094	0.4069	11.8304	1881.0393	3.1183	20.0796	5.1544	14.9252	0	0	0	0	0	0	0.0045	0.7141	0.0309	0.2643	0	0.2643	1.6765	266.5684	1.332	6.6578	0	6.6578	1.7221	273.8173	0.4029	3.1415	0.8109	2.3306	1.5433	245.3908	0.3053	2.378	0.8612	1.5168	17.8925	2844.9084	2.4741	26.2244	14.6878	11.5366	0.762	121.162	0.2982	1.7108	0.0778	1.6331	0.6419	102.0595	0.1713	1.1646	0.3816	0.783	14.3831	2286.9075	2.0472	20.9105	11.5828	9.3276	84.5	34.1425	0.9109	11.739	8.4771	0.6687	6.6118	5.6353	20.0796	0	0.0506	0.3781	4.4669	0	0.0361	0.0997	0.6219	0	1.537	1.503	7.13	0	1.7916	0.4761	3.1794	0.6494	1.5519	0.4606	3.0612	0.6566	17.5229	4.0188	31.7237	9.2405	0.7398	0.4094	2.585	0	0.6469	0.1655	1.1646	0.3288	13.584	2.5927	20.9105	7.6324	2.0021	2.4129	10.0776	0	0.0954	0.5155	4.4669	0	0.064	0.1274	0.6219	0	1.4137	1.633	7.13	0	1.8529	0.526	3.1794	0.6494	1.5595	0.564	3.0612	0.6566	17.1965	4.9865	31.7237	9.2405	0.7202	0.487	2.585	0	0.6513	0.1605	1.1646	0.3288	12.8782	2.8152	18.7694	7.6324	0.4598	0	79.0466	53.2773	63.261	38.7828	51.9862	37.9345	6	16.635	17.1942	31.254	6.8932	95.6481	174.8856
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	a7c071e5-fc96-4f9e-bc3f-7c872f3f64f9	Glioma	Glioma	PathAnnotationObject	Polygon	431.01	806.72	65.75	32.9594	0.7606	12.5105	7.3717	0.8153	6.4601	1711.9222	2.4066	14.5473	2.2911	12.2562	0	0	0	0	0	0	0.0187	4.9442	0.054	0.302	0	0.302	0.1489	39.4595	0.5019	3.484	0	3.484	1.9335	512.3703	0.6367	4.3821	0.901	3.4811	1.503	398.3067	0.3917	2.9091	0.6672	2.2419	22.5361	5972.0684	4.1688	30.6774	11.6709	19.0065	0.7669	203.2216	0.3373	1.7895	0	1.7895	0.5096	135.0357	0.1954	1.1364	0.2397	0.8967	12.8815	3413.6072	2.4116	20.5839	7.7449	12.839	142	45.0207	0.8804	16.6823	11.5	0.7541	3.3395	3.4283	14.5473	0	0.0671	0.4106	5.4012	0	0.1114	0.1894	1.3422	0	0.7494	1.5049	9.0503	0	1.9431	0.5628	4.3821	0.8858	1.5374	0.3677	2.9091	0.6672	21.3361	4.5041	30.6774	10.093	0.7355	0.4355	2.2404	0	0.5571	0.1893	1.1364	0.2397	12.5597	2.3025	20.5839	7.7449	0.637	1.0786	5.3553	0	0.1252	0.5547	5.4012	0	0.1917	0.2248	1.3422	0	1.2694	1.8519	9.0503	0	1.9515	0.4908	3.5249	0.8858	1.5672	0.3435	2.593	0.89	20.2968	4.5317	30.226	10.093	0.7084	0.5044	2.2404	0	0.5982	0.1741	1.0533	0.2696	12.281	2.1692	19.3476	8.1478	0.4635	0.0141	81.2367	55.6734	82.8709	23.944	33.4914	75.4053	7	25.2133	24.8782	38.0801	8.6581	236.2561	445.4868
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	d8a045c5-7124-4ee9-af72-171c7cec1715	Glioma	Glioma	PathAnnotationObject	Polygon	758.96	804.66	28.25	21.5182	0.7667	7.1984	5.7376	0.4823	4.1145	485.5089	1.1644	6.887	1.9004	4.9866	0	0	0	0	0	0	0.0479	5.6522	0.112	0.6015	0	0.6015	0.9268	109.3597	1.3686	6.2424	0	6.2424	1.8182	214.55	0.5482	3.2355	0.8249	2.4106	1.2562	148.2359	0.4947	2.306	0.4888	1.8172	14.4869	1709.4487	2.61	18.9972	8.7175	10.2798	0.2459	29.0162	0.1619	0.7603	0	0.7603	0.611	72.0992	0.201	0.8982	0.2269	0.6713	11.2873	1331.8982	3.7248	19.3765	5.9947	13.3818	77	33.6717	0.8534	11.7722	9.1487	0.6231	2.2054	2.056	6.887	0	0.0059	0.0569	0.7814	0	0.1303	0.1793	0.8449	0	1.5543	1.9245	6.8596	0	1.7532	0.5247	3.2355	0.7026	1.3859	0.5441	2.6598	0.3672	14.0204	2.0809	18.9972	8.7175	0.2554	0.1805	0.8374	0	0.6288	0.1891	0.9465	0.2269	11.0233	3.4631	20.171	5.269	1.0321	1.5402	5.8201	0	0.0096	0.0722	0.7814	0	0.1809	0.1938	0.8449	0	1.94	2.1099	6.8596	0	1.7132	0.507	3.2004	0.7026	1.4656	0.5589	2.6598	0.3672	13.7337	1.6172	18.244	10.1024	0.2612	0.1912	0.8374	0	0.6397	0.1812	0.9465	0.251	10.8611	3.2915	20.171	5.269	0.3657	0	148.5956	38.76	56.6362	24.5147	50.729	9.3377	7	17.0779	18.7176	24.5146	7.4208	116.9388	223.5396
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	48318247-8759-4e8f-8172-b7d08fd52542	Endothelial	Endothelial	PathAnnotationObject	Polygon	797.91	805.18	24.25	17.8833	0.9529	6.0735	5.1855	0.4756	4.0062	408.6309	1.0969	5.8106	1.5562	4.2543	0	0	0	0	0	0	1.5892	162.1011	0.4833	2.8081	0.809	1.9991	0.8301	84.675	0.8727	3.8194	0	3.8194	1.7764	181.1892	0.6554	3.694	0.6891	3.0048	5.4564	556.5557	5.8891	22.4324	0.4552	21.9772	2.7212	277.5656	2.3985	9.2828	0.0855	9.1972	12.3834	1263.106	2.8687	21.2748	6.0572	15.2177	0.5414	55.2192	0.1782	1.058	0.2465	0.8114	11.448	1167.6949	2.2767	17.0791	7.952	9.1271	80	32.052	0.9786	10.5156	9.6638	0.3783	1.4433	1.8953	5.8106	0	0.0497	0.2435	1.8859	0	1.3901	0.7365	3.5853	0.0823	1.8797	2.3621	12.8474	0	1.8867	0.6019	3.694	0.6891	5.2606	5.315	23.9441	0.4552	5.0575	3.7711	14.3154	0.0855	10.1597	5.079	21.4108	0.8011	0.5693	0.2039	1.139	0.1306	12.4051	2.7663	20.3959	7.3231	0.2496	0.4588	2.0562	0	0.0729	0.2922	1.8859	0	1.2974	0.8129	3.5853	0.0823	2.3685	2.6611	12.8474	0	1.9381	0.5697	3.218	0.8874	5.1694	5.0372	23.9441	0.4957	6.1456	3.8035	14.3154	0.1758	9.124	5.5373	21.4108	0.8011	0.5824	0.214	1.139	0.1306	12.8509	2.8641	20.3959	7.3231	0.3059	21.3157	122.8279	0.01	27.7302	13.4243	74.0927	29.8058	8	25.1194	23.2571	35.8013	13.4263	191.3595	365.4321
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	4202eb54-14fc-4644-b43c-a954c962de12	Negative	Negative	PathAnnotationObject	Polygon	966.83	806	37	22.2243	0.9414	7.8139	5.7589	0.6593	10.5423	1581.3424	4.5539	26.8783	3.6598	23.2185	0.1272	19.0824	0.5405	4.1659	0	4.1659	0.001	0.1546	0.009	0.0942	0	0.0942	3.9052	585.7827	1.8803	9.0967	0.402	8.6947	1.3962	209.4277	0.3374	2.1854	0.6036	1.5818	2.0897	313.4572	0.3598	3.0867	1.4256	1.661	13.0717	1960.7581	1.186	15.7743	9.7688	6.0056	0.7299	109.4885	0.3819	1.8545	0.0029	1.8515	0.742	111.3027	0.145	1.1197	0.482	0.6377	15.8631	2379.4719	2.0536	23.2936	12.8223	10.4712	98.5	35.9466	0.9579	12.3047	9.9818	0.5297	4.4242	5.6322	26.8783	0	0.6504	1.4166	8.1728	0	0.019	0.0612	0.4199	0	3.6175	2.3443	11.5253	0.001	1.1448	0.4794	2.1854	0	1.8617	0.6174	3.1373	0.2225	11.0039	3.2768	16.8508	1.858	0.5256	0.3519	1.8545	0.0025	0.6751	0.2035	1.1197	0.1526	13.403	4.0399	24.5793	2.9654	0.6937	1.2806	6.4839	0	0.9694	1.6697	8.1728	0	0.03	0.0753	0.4199	0	3.442	2.5747	11.5253	0.001	0.9915	0.4889	2.1106	0	1.7227	0.6961	3.1373	0.2225	9.7431	3.4988	16.8508	1.858	0.4009	0.2643	1.053	0.0025	0.6342	0.2227	1.0938	0.1526	11.9028	4.2171	24.5793	2.9654	0.3714	18.3023	51.6985	31.8539	81.5234	0	46.6038	69.5484	8	33.728	31.2883	55.7328	18.301	369.1217	841.8361
